shift,metric,baseline,sentiment
1dayshift,MAE,0.19324302673339844,0.2876050313313802
1dayshift,MAPE,3.37489280209968,5.03776169957654
1dayshift,MDAPE,1.989648045848465,4.107401359047637
4dayshift,MAE,0.14210547571596904,0.49050998687744113
4dayshift,MAPE,2.466842198889755,8.461682133508026
4dayshift,MDAPE,1.9585808507661808,7.368775154529872
7dayshift,MAE,0.16337435062115005,0.508586883544922
7dayshift,MAPE,2.8414427950939034,8.768190711581088
7dayshift,MDAPE,2.1656664344588483,8.805781954263313
