shift,metric,baseline,sentiment
1dayshift,MAE,74.97348883213138,94.36860351562501
1dayshift,MAPE,2.179239508607185,2.722983826321519
1dayshift,MDAPE,1.5330728428943872,2.6954767960965578
4dayshift,MAE,85.7702198517628,117.88076782226562
4dayshift,MAPE,2.522801056540014,3.4148781261927037
4dayshift,MDAPE,2.2312416437817153,3.4476798303604483
7dayshift,MAE,86.96680297851569,135.13647460937497
7dayshift,MAPE,2.5043387052350714,3.991694156675797
7dayshift,MDAPE,2.436129183203878,3.351475207320626
