shift,metric,baseline,sentiment
1dayshift,MAE,1.053040202071027,1.0576140085856116
1dayshift,MAPE,4.744072087648439,4.529317320132941
1dayshift,MDAPE,4.4639924261863495,3.9536686066188995
4dayshift,MAE,1.550786629701272,1.6294453938802083
4dayshift,MAPE,7.221776465330533,6.929024801222237
4dayshift,MDAPE,7.021044734351175,6.425209014208996
7dayshift,MAE,2.4299437825272725,1.4792071255770596
7dayshift,MAPE,11.014282093424526,6.496887358997315
7dayshift,MDAPE,11.273695532991251,5.818494580666829
