shift,metric,baseline,sentiment
1dayshift,MAE,0.7320802251540024,0.6812548339366913
1dayshift,MAPE,28.970691078544274,14.968380612750742
1dayshift,MDAPE,25.034540762045253,15.681388537550205
4dayshift,MAE,0.8596926023177907,0.6912461060744065
4dayshift,MAPE,34.58141036919301,15.591838275987216
4dayshift,MDAPE,27.949619910079804,11.03784693578434
7dayshift,MAE,0.7331511336060003,0.6646816551685333
7dayshift,MAPE,31.93478433281592,15.315888220476998
7dayshift,MDAPE,29.719195737975106,11.897891718770111
