shift,metric,baseline,sentiment
1dayshift,MAE,81.36777565696023,72.58267294394004
1dayshift,MAPE,7.4102447949640275,6.7324120366925175
1dayshift,MDAPE,7.003264417073236,6.289283718665035
4dayshift,MAE,96.08307736418968,114.30179314864307
4dayshift,MAPE,8.801652677456678,10.257748114198584
4dayshift,MDAPE,7.595244589093252,9.06054452725879
7dayshift,MAE,117.39110902298329,132.01948788291529
7dayshift,MAPE,10.540439142208028,11.887187749201892
7dayshift,MDAPE,8.556233413270059,13.582187234556653
