,Open_x,High_x,Low_x,Close_x,Volume_x,Daily%Change,2D%Change,3D%Change,4D%Change,5D%Change,6D%Change,7D%Change,Dir,2Dir,3Dir,4Dir,5Dir,6Dir,7Dir,date,TICKER,SD
0,15.079999923706055,15.1899995803833,15.041999816894531,15.119999885559082,333986,0.33178627569605545,,,,,,,1,0,0,0,0,0,0,2021-06-30,META,0.21500058945508072
1,15.130000114440918,15.130000114440918,14.84000015258789,14.890000343322754,229209,-1.5211610051399371,-1.194421732890183,,,,,,0,0,0,0,0,0,0,2021-07-01,META,0.5602222029100395
2,15.020000457763672,15.100000381469727,14.930000305175781,15.0,367186,0.7387485167290375,-0.7936500427734305,-0.4644969889963546,,,,,1,0,0,0,0,0,0,2021-07-02,META,0.19783702046042623
3,15.079999923706055,15.09000015258789,14.869999885559082,15.010000228881836,653995,0.06666819254557144,0.8059092195581652,-0.7275109623665066,-0.3981384681977729,,,,1,1,0,0,0,0,0,2021-07-06,META,0.42558039746411885
4,15.060099601745605,15.149999618530273,14.84000015258789,14.890000343322754,358545,-0.7994662473634229,-0.7333310445149732,0.0,-1.5211610051399371,-1.194421732890183,,,0,0,0,0,0,0,0,2021-07-07,META,0.3403179588959091
5,14.579999923706055,14.800000190734863,14.489999771118164,14.739999771118164,201865,-1.0073913280455704,-1.798803821762407,-1.7333348592122433,-1.0073913280455704,-2.5132282891341284,-2.189780559978327,,0,0,0,0,0,0,0,2021-07-08,META,0.5678536001278562
6,14.829999923706055,14.9399995803833,14.739999771118164,14.899999618530273,176069,1.08548066415588,0.06715429803199058,-0.7328488252778431,-0.6666692097981763,0.06715429803199058,-1.455028232102884,-1.1280695403884544,1,1,0,0,1,0,0,2021-07-09,META,0.3340703784762873
7,15.0,15.029999732971191,14.859999656677246,14.9399995803833,243131,0.26845612669199603,1.3568508301948556,0.3357907045513864,-0.46636007615670216,-0.40000279744466516,0.3357907045513864,-1.1904782178450812,1,1,1,0,0,1,0,2021-07-12,META,0.1086514562007949
8,14.970000267028809,15.039999961853027,14.859999656677246,14.899999618530273,249125,-0.26773736932059755,0.0,1.08548066415588,0.06715429803199058,-0.7328488252778431,-0.6666692097981763,0.06715429803199058,0,0,1,1,0,0,1,2021-07-13,META,0.368340876612506
9,15.079999923706055,15.09000015258789,14.720000267028809,14.760000228881836,186859,-0.9395932431724874,-1.204814970261514,-0.9395932431724874,0.1356883180070323,-0.873069922387304,-1.665556270405355,-1.5999984741210893,0,0,0,1,0,0,0,2021-07-14,META,0.3528827808585327
10,14.779999732971191,14.8100004196167,14.40999984741211,14.539999961853027,167068,-1.4905166911740264,-2.4161051402278866,-2.677373693206031,-2.4161051402278866,-1.3568508301948556,-2.3505733606425383,-3.1312475673681006,0,0,0,0,0,0,0,2021-07-15,META,0.47881861917898866
11,14.579999923706055,14.630000114440918,14.329999923706055,14.380000114440918,97888,-1.1004116081972715,-2.5745264806795065,-3.4899296469958374,-3.7483231704884434,-3.4899296469958374,-2.4423314943507357,-3.4251189867200993,0,0,0,0,0,0,0,2021-07-16,META,0.2684598099983728
12,14.130000114440918,14.34000015258789,14.031000137329102,14.3100004196167,106055,-0.486785078352836,-1.5818400470409388,-3.0487791482861404,-3.9597262685820867,-4.216861970958896,-3.9597262685820867,-2.9172276674251596,0,0,0,0,0,0,0,2021-07-19,META,0.6604711993005501
13,14.40999984741211,14.5,14.239999771118164,14.460000038146973,80031,1.0482153328566612,0.5563276986744636,-0.5502058040986357,-2.032521585926761,-2.9530173936118675,-3.2128484318472372,-2.9530173936118675,1,1,0,0,0,0,0,2021-07-20,META,0.19081683619438172
14,14.489999771118164,14.680000305175781,14.484999656677246,14.670000076293945,75710,1.452282417655404,2.515720797490295,2.0166895656822614,0.8940860714029109,-0.6097571218988351,-1.5436211283542,-1.8072256470734627,1,1,1,1,0,0,0,2021-07-21,META,0.26680646808498193
15,14.75,14.779999732971191,14.640000343322754,14.708800315856934,86272,0.2644869758773094,1.72061049138037,2.786861527226403,2.2865104228046773,1.1609377884922223,-0.34688287419343267,-1.2832168293182789,1,1,1,1,1,0,0,2021-07-22,META,0.08750820322968575
16,14.850000381469727,14.859999656677246,14.710000038146973,14.800000190734863,164021,0.6200361206862626,0.8861630113485397,2.351315018609501,3.424177196014977,2.9207237340155956,1.788172142805844,0.27100244737636725,1,1,1,1,1,1,1,2021-07-23,META,0.2025462240273245
17,14.729999542236328,14.729999542236328,14.600000381469727,14.630000114440918,114072,-1.1486491493450712,-0.5357350682846929,-0.2726650418882093,1.1756575093047505,2.23619626443583,1.7385257163450296,0.6189831693536041,0,0,0,1,1,1,1,2021-07-26,META,0.2916407636316545
18,14.5600004196167,14.579999923706055,14.140000343322754,14.359999656677246,130861,-1.8455260126564288,-2.9729765431561805,-2.3713739508970044,-2.1131589502691672,-0.6915655685056366,0.34940066802517933,-0.13908524064326633,0,0,0,0,0,1,0,2021-07-27,META,0.9715796473032572
19,14.5,14.670000076293945,14.380000114440918,14.622599601745605,66995,1.828690468987948,-0.05058450196461228,-1.1986526128581754,-0.5860485713331642,-0.3231116175993587,1.1244783068442565,2.184480593727889,1,0,0,0,0,1,1,2021-07-28,META,0.403023492766572
20,14.75,14.789999961853027,14.680000305175781,14.717300415039062,92769,0.6476332244107486,2.488166900447486,0.5967211204050082,-0.5587822610135684,0.057789207818426114,0.3224290286238718,1.7793940263713948,1,1,1,0,1,1,1,2021-07-29,META,0.3641544314275793
21,14.5600004196167,14.680000305175781,14.520000457763672,14.619999885559082,67276,-0.6611302802554286,-0.017778755196262708,1.810586595389907,-0.06835426386609944,-1.2162182625407358,-0.6037231343886007,-0.34083292757211003,0,0,1,0,0,0,0,2021-07-30,META,0.238636621381867
22,14.720000267028809,14.72249984741211,14.550000190734863,14.640000343322754,87711,0.13680203775807698,-0.5252326821929776,0.11899896086240425,1.9498655525058473,0.06835426386611054,-1.0810800361494066,-0.4677470021807961,1,0,1,1,1,0,0,2021-08-02,META,0.30272062596767
23,14.600000381469727,14.619999885559082,14.399999618530273,14.569999694824219,119306,-0.478146494924514,-0.341998571314972,-1.0008677954573941,-0.35971652342247085,1.4623958437862905,-0.4101190645752206,-1.5540573847737549,0,0,0,0,1,0,0,2021-08-03,META,0.5505732764610107
24,14.609999656677246,14.720000267028809,14.59000015258789,14.720000267028809,98578,1.029516646166262,0.5464475534834312,0.683997142629944,0.018344750148524547,0.6660967812561536,2.5069680985971843,0.6151753375521318,1,1,1,1,1,1,1,2021-08-04,META,0.1549840215204178
25,14.649999618530273,14.749899864196777,14.5600004196167,14.729999542236328,220194,0.06792985751444824,1.098145852871557,0.6147486120423595,0.7523916384287954,0.08628706922559903,0.7344791173650167,2.5766009359689424,1,1,1,1,1,1,1,2021-08-05,META,0.36235118084470586
26,14.699999809265137,14.729999542236328,14.579000473022461,14.649999618530273,143659,-0.5431087996755513,-0.4755478751948705,0.5490729264357785,0.06830105855892832,0.20519653355690615,-0.457290363115892,0.18738129697128958,0,0,1,1,1,0,1,2021-08-06,META,0.24975687770112687
27,14.710000038146973,14.829999923706055,14.630000114440918,14.810700416564941,115247,1.0969338035436094,0.5478674598543787,0.6161694829536879,1.6520296965155667,1.165984079502036,1.3043812072408123,0.6346272678543485,1,1,1,1,1,1,1,2021-08-09,META,0.427377582140959
28,14.890000343322754,14.970000267028809,14.616999626159668,14.670000076293945,131568,-0.949991130153649,0.13652189955264404,-0.4073283625728674,-0.33967520263473716,0.686344430777508,0.20491620401412725,0.3419985713149831,0,1,0,0,1,1,1,2021-08-10,META,0.2989576010323144
29,14.800000190734863,14.8100004196167,14.59000015258789,14.699999809265137,260877,0.20449715620431963,-0.7474366787946884,0.34129823915913793,-0.2036641812864337,-0.13587267256014446,0.8922451418245325,0.4098324080282545,1,0,1,0,0,1,1,2021-08-11,META,0.3681468451045719
30,14.710000038146973,14.75,14.60099983215332,14.75,153521,0.3401373563511889,0.5453300837764186,-0.4098416338031652,0.6825964783182537,0.13578043710269494,0.2038025300745927,1.2354173572132865,1,1,0,1,1,1,1,2021-08-12,META,0.21441744721400213
31,14.770000457763672,14.819999694824219,14.66100025177002,14.739999771118164,93899,-0.06779816191074817,0.27210858756485656,0.4771621980925289,-0.47736193061944654,0.6143355285419538,0.06789021855133637,0.13586619379453158,0,1,1,0,1,1,1,2021-08-13,META,0.1381145396781941
32,14.75,14.760000228881836,14.420000076293945,14.550000190734863,194217,-1.2890066711913395,-1.3559309102721184,-1.0204055814730828,-0.8179951256646278,-1.7602153746793747,-0.6825899685957926,-1.221991562086211,0,0,0,0,0,0,0,2021-08-16,META,0.7935607096145707
33,14.399999618530273,14.401900291442871,14.204999923706055,14.3100004196167,199607,-1.6494829413884915,-2.9172276674251596,-2.983048002598654,-2.653057106862189,-2.4539853769938946,-3.380663863730826,-2.320813704892666,0,0,0,0,0,0,0,2021-08-17,META,0.6269262614622183
34,14.380000114440918,14.4399995803833,14.260000228881836,14.270000457763672,222496,-0.279524533054476,-1.92439676495324,-3.188597833464135,-3.254234184653071,-2.9251656944270454,-2.726650418882104,-3.650738611906068,0,0,0,0,0,0,0,2021-08-18,META,0.402550662955713
35,14.140000343322754,14.35990047454834,14.050000190734863,14.229999542236328,110171,-0.2803147459296773,-0.5590557304995136,-2.1993171429805503,-3.459974469478211,-3.5254268322960858,-3.1972807695723637,-2.999321961617696,0,0,0,0,0,0,0,2021-08-19,META,0.35619829227848077
36,14.300000190734863,14.469900131225586,14.149999618530273,14.449999809265137,100029,1.5460314413631604,1.2613829413266497,0.9783325334953963,-0.6872878361431578,-1.967435321276323,-2.03389959820246,-1.7006802941754384,1,1,1,0,0,0,0,2021-08-20,META,0.47352942918613783
37,14.600000381469727,14.760000228881836,14.5600004196167,14.749799728393555,161891,2.074739952149973,3.6528475254999027,3.362293309309927,3.073370341582682,1.3731926806840766,0.06648546423042578,-0.0013577736030168097,1,1,1,1,1,1,0,2021-08-23,META,0.3527650290971571
38,14.880000114440918,14.9399995803833,14.819999694824219,14.90999984741211,190996,1.0861172488340065,3.1833913094727384,4.778638981381977,4.484929005732741,4.192867995817151,2.4742244120827372,1.1533248231593962,1,1,1,1,1,1,1,2021-08-24,META,0.4457164199991649
39,14.979999542236328,15.050000190734863,14.899999618530273,15.020000457763672,171461,0.7377639938115355,1.831894224638031,3.944641218147682,5.551658052992403,5.25578119089658,4.961565460009898,3.2302423427327254,1,1,1,1,1,1,1,2021-08-25,META,0.312335513621154
40,15.0,15.010000228881836,14.753199577331543,14.8100004196167,173937,-1.398136030271735,-0.6706869806760385,0.4081458211751654,2.4913537377400985,4.075902291204292,3.7841621901226974,3.494059995376242,0,0,1,1,1,1,1,2021-08-26,META,0.4655482461791835
41,14.869999885559082,14.989999771118164,14.8100004196167,14.960000038146973,122997,1.0128265650255486,-0.39947015837596966,0.33534668844106275,1.4251061955016242,3.529413395250236,5.1300106773996434,4.835315755073455,1,0,1,1,1,1,1,2021-08-27,META,0.25971822133604916
42,15.0,15.079999923706055,14.949999809265137,15.029999732971191,221500,0.4679123973644783,1.4854781034515652,0.06657306859370049,0.8048282145348917,1.899686841430448,4.0138403554453195,5.6219270307097835,1,1,1,1,1,1,1,2021-08-30,META,0.0946217230316811
43,15.0600004196167,15.130000114440918,15.031499862670898,15.109999656677246,155281,0.5322682975872572,1.002671244303377,2.025653130051097,0.5991957135198067,1.3413803575581529,2.442066569828083,4.5674730527603735,1,1,1,1,1,1,1,2021-08-31,META,0.1476193737639367
44,15.220000267028809,15.319999694824219,15.15999984741211,15.239999771118164,1842013,0.8603581561530405,1.3972058674512011,1.8716559642861785,2.9034391581238994,1.4647090988654243,2.213279189022477,3.3234352448933135,1,1,1,1,1,1,1,2021-09-01,META,0.4746422791443077
45,15.3100004196167,15.350000381469727,15.170000076293945,15.229999542236328,301698,-0.0656183007350708,0.7941753030156651,1.330670743968132,1.804809514711736,2.835915669950384,1.398129680908955,2.1462085720930446,0,1,1,1,1,1,1,2021-09-02,META,0.21950080235132705
46,15.229999542236328,15.359999656677246,15.229999542236328,15.350000381469727,283401,0.7879241158255335,0.7217887926745714,1.5883569175755952,2.1290795354876213,2.6069541599484047,3.646184649243933,2.1970699976608943,1,1,1,1,1,1,1,2021-09-03,META,0.28780274113474424
47,15.430000305175781,15.460000038146973,15.322099685668945,15.40999984741211,289620,0.3908759899108105,1.1818799119238221,1.1154860816738221,1.9854414133112952,2.5282775861087625,3.0080201077384183,4.051312699496457,1,1,1,1,1,1,1,2021-09-07,META,0.20312940025422913
48,15.369999885559082,15.3725004196167,15.069999694824219,15.210000038146973,374614,-1.2978573085367318,-0.9120543312282958,-0.13131651142793688,-0.19684864449962536,0.6618159082851793,1.1976068421406305,1.6711229903911606,0,0,0,0,1,1,1,2021-09-08,META,0.4577361072549103
49,15.140000343322754,15.229999542236328,15.100000381469727,15.180000305175781,217892,-0.19723690266897353,-1.4925343576492889,-1.107492326183701,-0.3282944094770812,-0.3936972889992396,0.4632736604173404,0.9980078168300599,0,0,0,0,0,1,1,2021-09-09,META,0.19224839374904107
50,15.210000038146973,15.270000457763672,15.09000015258789,15.119999885559082,158114,-0.39525967332320056,-0.5917169780550235,-1.8818946445462115,-1.4983745289563477,-0.722256467389848,-0.7874008357040663,0.06618285313737537,0,0,0,0,0,0,1,2021-09-10,META,0.4080057275962068
51,15.180000305175781,15.180000305175781,14.91100025177002,15.029999732971191,351695,-0.5952391089225406,-0.9881460420883226,-1.183433956110036,-2.465931980555691,-2.0846947266843996,-1.313196423351759,-1.3779530269085072,0,0,0,0,0,0,0,2021-09-13,META,0.4193233852813553
52,15.069999694824219,15.085000038146973,14.930000305175781,14.989999771118164,122784,-0.2661341487936286,-0.8597891231803434,-1.251650396824,-1.4464185830180387,-2.725503442263033,-2.3452807909122186,-1.5758357080221108,0,0,0,0,0,0,0,2021-09-14,META,0.2080931615710887
53,14.970000267028809,15.010000228881836,14.819999694824219,15.010000228881836,165872,0.1334253373519667,-0.1330639018275126,-0.7275109623665066,-1.119895078236477,-1.3149231345399914,-2.5957146170734524,-2.214984652367391,1,0,0,0,0,0,0,2021-09-15,META,0.3744779228556616
54,14.949999809265137,15.047699928283691,14.880000114440918,15.029999732971191,124712,0.13324119776410015,0.2668443126336628,0.0,-0.5952391089225406,-0.9881460420883226,-1.183433956110036,-2.465931980555691,1,1,0,0,0,0,0,2021-09-16,META,0.31258996733496003
55,15.020000457763672,15.020000457763672,14.854999542236328,14.930000305175781,98599,-0.6653321994147587,-0.5329774982422819,-0.4002632879153589,-0.6653321994147587,-1.2566109908821343,-1.6469037877078319,-1.840892388355997,0,0,0,0,0,0,0,2021-09-17,META,0.2861829170016928
56,14.569999694824219,14.630000114440918,14.260000228881836,14.430000305175781,349751,-3.3489617533809746,-3.992012231904407,-3.864090039052992,-3.735820376871224,-3.992012231904407,-4.563489322789682,-4.9407113631234845,0,0,0,0,0,0,0,2021-09-20,META,1.1648047447331435
57,14.520000457763672,14.61989974975586,14.430000305175781,14.5600004196167,140429,0.9009016749243592,-2.4782309309854034,-3.1270746620404632,-2.9980000160110487,-2.8685747702942743,-3.1270746620404632,-3.703700199609339,1,0,0,0,0,0,0,2021-09-21,META,0.3445134673875927
58,14.579999923706055,14.75,14.510000228881836,14.729999542236328,118366,1.1675763579689802,2.078996747858297,-1.3395898114624827,-1.9960092885215164,-1.8654275974409273,-1.7344912131539103,-1.9960092885215164,1,1,0,0,0,0,0,2021-09-22,META,0.31169067750539586
59,14.8100004196167,14.930000305175781,14.789999961853027,14.930000305175781,133193,1.3577784735564924,2.541207931976297,3.4650033917231315,0.0,-0.6653321994147587,-0.5329774982422819,-0.4002632879153589,1,1,1,0,0,0,0,2021-09-23,META,0.4615160184552965
60,14.800000190734863,14.920000076293945,14.770000457763672,14.90999984741211,143940,-0.13396153620129914,1.2219980364537975,2.4038421545912625,3.3264000837488705,-0.13396153620129914,-0.7984024463808859,-0.6662250495993227,0,1,1,1,0,0,0,2021-09-24,META,0.33149090378798773
