,Open_x,High_x,Low_x,Close_x,Volume_x,Daily%Change,2D%Change,3D%Change,4D%Change,5D%Change,6D%Change,7D%Change,Dir,2Dir,3Dir,4Dir,5Dir,6Dir,7Dir,date,TICKER,SD
0,3275.0,3282.919921875,3241.199951171875,3256.929931640625,2957200,,,,,,,,0,0,0,0,0,0,0,2020-12-31,AMZN,0.2065837310790626
1,3270.0,3272.0,3144.02001953125,3186.6298828125,4411400,-2.158475936039328,,,,,,,0,0,0,0,0,0,0,2021-01-04,AMZN,0.7043301857068048
2,3166.010009765625,3223.3798828125,3165.06005859375,3218.510009765625,2655500,1.000433941986012,-1.1796361199470584,,,,,,1,0,0,0,0,0,0,2021-01-05,AMZN,0.3570442038032188
3,3146.47998046875,3197.510009765625,3131.159912109375,3138.3798828125,4394800,-2.489665301956301,-1.5141388166929115,-3.639932430735693,,,,,0,0,0,0,0,0,0,2021-01-06,AMZN,0.4339614404103415
4,3157.0,3208.5400390625,3155.0,3162.159912109375,3514500,0.7577167259804174,-1.7508131863897325,-0.7678949737811358,-2.909796081597349,,,,1,0,0,0,0,0,0,2021-01-07,AMZN,0.8615131290313863
5,3180.0,3190.639892578125,3142.199951171875,3182.699951171875,3537700,0.6495572530611948,1.4121957829928755,-1.1126284673682818,-0.12332563821803033,-2.2791396200334546,,,1,1,0,0,0,0,0,2021-01-08,AMZN,0.2831491363860479
6,3148.010009765625,3156.3798828125,3110.0,3114.2099609375,3683400,-2.151946186732334,-1.5163670562090337,-0.7701400970407613,-3.240631488224588,-2.272617923581466,-4.3820399486221735,,0,0,0,0,0,0,0,2021-01-11,AMZN,0.456973108901942
7,3120.0,3142.139892578125,3086.0,3120.830078125,3514600,0.21257774108163208,-1.9439430042437533,-1.3070127739620019,-0.5591995023805918,-3.034942608357405,-2.0648712623452026,-4.1787774490766205,1,0,0,0,0,0,0,2021-01-12,AMZN,0.36568800341045177
8,3128.43994140625,3189.949951171875,3122.080078125,3165.889892578125,3321200,1.443840687417275,1.6594877124170404,-0.5281697568619514,0.11795673123506933,0.8765672350974807,-1.6349216571593606,-0.6508440263564563,1,1,0,1,1,0,0,2021-01-13,AMZN,0.5943657977984548
9,3167.52001953125,3178.0,3120.590087890625,3127.469970703125,3070900,-1.2135583731155308,0.2127604647451431,0.42579048721664847,-1.7353184816688128,-1.0970331156690105,-0.3476287930955668,-2.828639301610547,0,1,1,0,0,0,0,2021-01-14,AMZN,0.29775724947952203
10,3123.02001953125,3142.550048828125,3095.169921875,3104.25,4244000,-0.7424522352137752,-1.9470005170624805,-0.5312714152947873,-0.31982303898679953,-2.4648868060273665,-1.8313404039944747,-1.0875000505647492,0,0,0,0,0,0,0,2021-01-15,AMZN,0.3014810283528185
