,Open_x,High_x,Low_x,Close_x,Volume_x,Daily%Change,2D%Change,3D%Change,4D%Change,5D%Change,6D%Change,7D%Change,Dir,2Dir,3Dir,4Dir,5Dir,6Dir,7Dir,date,TICKER,SD
0,699.989990234375,718.719970703125,691.1199951171875,705.6699829101562,49649900,,,,,,,,0,0,0,0,0,0,0,2020-12-31,TSLA,0.9664645400574629
1,719.4600219726562,744.489990234375,717.1900024414062,729.77001953125,48638200,3.4151993431414063,,,,,,,1,0,0,0,0,0,0,2021-01-04,TSLA,2.127668197066059
2,723.6599731445312,740.8400268554688,719.2000122070312,735.1099853515625,32245200,0.7317326935056157,4.171922166789188,,,,,,1,1,0,0,0,0,0,2021-01-05,TSLA,0.40396758152690115
3,758.489990234375,774.0,749.0999755859375,755.97998046875,44700000,2.8390302856798444,3.591537091964314,7.12939458627917,,,,,1,1,1,0,0,0,0,2021-01-06,TSLA,1.3963880762240872
4,777.6300048828125,816.989990234375,775.2000122070312,816.0399780273438,51498900,7.944654502802195,11.009235935909235,11.821526808063055,15.640454857102725,,,,1,1,1,1,0,0,0,2021-01-07,TSLA,1.7445335415370635
5,856.0,884.489990234375,838.3900146484375,880.02001953125,75055500,7.840307243104516,16.407847068329538,19.712701101507292,20.58867807374567,24.70702181522315,,,1,1,1,1,1,0,0,2021-01-08,TSLA,2.286167230661597
6,849.4000244140625,854.4299926757812,803.6199951171875,811.1900024414062,59301600,-7.82141491809546,-0.5943306353276445,7.3031063518934625,10.349474038698968,11.156937217351626,14.953168207054723,,0,0,1,1,1,1,0,2021-01-11,TSLA,1.323781451417589
7,831.0,868.0,827.3400268554688,849.4400024414062,46270700,4.7152947996006445,-3.4749228893829587,4.092939722732969,12.362764145514248,15.55277704943241,16.398314497356758,20.373548969498167,1,0,1,1,1,1,1,2021-01-12,TSLA,2.4435432748419963
8,852.760009765625,860.469970703125,832.0,854.4099731445312,33312500,0.5850879036589651,5.327971322753933,-2.910166339211251,4.701974921613683,13.020185086746494,16.228862370290642,17.079346955543695,1,1,0,1,1,1,1,2021-01-13,TSLA,0.9398567008936601
9,843.3900146484375,863.0,838.75,845.0,31266300,-1.1013416790886965,-0.5226975923720456,4.167950474837845,-3.9794571434754067,3.548848432972962,11.775446682602976,14.948785465875991,0,0,1,0,1,1,1,2021-01-14,TSLA,0.7452849537304022
10,852.0,859.9000244140625,819.0999755859375,826.1599731445312,38777600,-2.229588976978547,-3.3063752633914145,-2.740632561448131,1.8454333335063966,-6.120320582639449,1.2401347225231563,9.283313644399115,0,0,0,1,0,1,1,2021-01-15,TSLA,0.5627245972933048
